"","Ticker","Name","Trade Value","Liquidity","Category","Portfolio","Eff_Date","An_Date"
"1113","FDX","FedEx Corp","-109.21019454744268","-0.50170391965705419","Most Illiquid Net Sells","S&P 500",2016-06-17,2016-06-01
"1213","HBI","Hanesbrands Inc","-40.779737851010964","-0.46456592757322118","Most Illiquid Net Sells","S&P 500",2016-06-17,2016-06-01
"1313","BBBY","Bed Bath & Beyond Inc","-36.838103873537356","-0.44691008524953074","Most Illiquid Net Sells","S&P 500",2016-06-17,2016-06-01
"1413","CVS","CVS Health Corporation","-227.85320884711629","-0.44284583061121713","Most Illiquid Net Sells","S&P 500",2016-06-17,2016-06-01
"1513","AIG","American Intl Group Inc","-174.54401061446052","-0.43895073138764684","Most Illiquid Net Sells","S&P 500",2016-06-17,2016-06-01
"1713","HUBB","Hubbell Inc","-9.2678477554214922","-0.48207102821188152","Most Illiquid Net Sells","S&P 400",2016-06-17,2016-06-01
"1813","ACIW","ACI Worldwide Inc","-3.3971498656667301","-0.39071897741067868","Most Illiquid Net Sells","S&P 400",2016-06-17,2016-06-01
"1913","FBHS","Fortune Brands Home & Security Inc","-16.713078050543711","-0.32419100202587847","Most Illiquid Net Sells","S&P 400",2016-06-17,2016-06-01
"2013","RGA","Reinsurance Group of America","-7.2618094644483868","-0.2961195652518685","Most Illiquid Net Sells","S&P 400",2016-06-17,2016-06-01
"2113","LECO","Lincoln Electric Hldgs","-6.7684924452496498","-0.27233731252172466","Most Illiquid Net Sells","S&P 400",2016-06-17,2016-06-01
"2213","NTCT","Netscout Systems Inc","-7.7486930427715723","-0.25964593509691636","Most Illiquid Net Sells","S&P 400",2016-06-17,2016-06-01
"2313","MSCI","MSCI Inc","-10.83953083091574","-0.24353675964132385","Most Illiquid Net Sells","S&P 400",2016-06-17,2016-06-01
"2413","ASH","Ashland Inc","-8.5467482854575838","-0.23270177586729549","Most Illiquid Net Sells","S&P 400",2016-06-17,2016-06-01
"2513","FHN","First Horizon National Corp","-5.0831857103943712","-0.21812110310588345","Most Illiquid Net Sells","S&P 400",2016-06-17,2016-06-01
"2613","SF","Stifel Financial Corp","-7.6493301251847532","-0.2180692267402434","Most Illiquid Net Sells","S&P 400",2016-06-17,2016-06-01
"2813","MYE","Myers Industries Inc","-0.3256529474126546","-0.43481318722272133","Most Illiquid Net Sells","S&P 600",2016-06-17,2016-06-01
"2913","MRTN","Marten Transport Ltd","-0.93887590038263591","-0.35558093039085648","Most Illiquid Net Sells","S&P 600",2016-06-17,2016-06-01
"3013","FSS","Federal Signal Corp","-1.4605348139065604","-0.35373492142898094","Most Illiquid Net Sells","S&P 600",2016-06-17,2016-06-01
"3113","GFF","Griffon Corp","-1.1473898528775894","-0.35123506946567523","Most Illiquid Net Sells","S&P 600",2016-06-17,2016-06-01
"3213","RT","Ruby Tuesday Inc","-0.41003334111621947","-0.275341298093634","Most Illiquid Net Sells","S&P 600",2016-06-17,2016-06-01
"3313","SANM","Sanmina Corp","-5.3284507917292334","-0.27504579184983213","Most Illiquid Net Sells","S&P 600",2016-06-17,2016-06-01
"3413","CHE","Chemed Corp","-3.3249704574263381","-0.26886648067650271","Most Illiquid Net Sells","S&P 600",2016-06-17,2016-06-01
"3513","SUP","Superior Industries Intl","-1.1724599022546744","-0.26509870572410527","Most Illiquid Net Sells","S&P 600",2016-06-17,2016-06-01
"3613","INTL","INTL FCStone Inc.","-0.64179376517643394","-0.24645668140029614","Most Illiquid Net Sells","S&P 600",2016-06-17,2016-06-01
"3713","PRSC","Providence Service","-1.1506322725470006","-0.24640375091937314","Most Illiquid Net Sells","S&P 600",2016-06-17,2016-06-01
"623","FB","Facebook Inc A","354.68207271198412","0.14105892822759453","Largest Net Buys by Trade Value","S&P 500",2016-06-17,2016-06-01
"723","GOOGL","Alphabet Inc A","192.22128210971417","0.16283840697072757","Largest Net Buys by Trade Value","S&P 500",2016-06-17,2016-06-01
"823","AMZN","Amazon.com Inc","190.61411300733775","6.4319930094928687E-2","Largest Net Buys by Trade Value","S&P 500",2016-06-17,2016-06-01
"923","D","Dominion Resources Inc","183.6333682339484","1.1259972172468673","Largest Net Buys by Trade Value","S&P 500",2016-06-17,2016-06-01
"1023","PG","Procter & Gamble","183.077099038169","0.34952465156058599","Largest Net Buys by Trade Value","S&P 500",2016-06-17,2016-06-01
"1123","PFE","Pfizer Inc","160.00390280778981","0.17535521577491348","Largest Net Buys by Trade Value","S&P 500",2016-06-17,2016-06-01
"1223","DLR","Digital Realty Trust","150.44704325338691","0.46840359603471432","Largest Net Buys by Trade Value","S&P 500",2016-06-17,2016-06-01
"1323","NWL","Newell Brands Inc","127.96502964346877","0.61801736599920365","Largest Net Buys by Trade Value","S&P 500",2016-06-17,2016-06-01
"1423","T","AT&T Inc","125.85647749171481","0.18091333462014589","Largest Net Buys by Trade Value","S&P 500",2016-06-17,2016-06-01
"1523","BRK/B","Berkshire Hathaway B","116.51462860713724","0.26708408742661277","Largest Net Buys by Trade Value","S&P 500",2016-06-17,2016-06-01
"1723","TFX","Teleflex Inc","22.959082188925851","0.64362421695272265","Largest Net Buys by Trade Value","S&P 400",2016-06-17,2016-06-01
"1823","NNN","National Retail Properties Inc","9.9376721265943821","0.21046015222654038","Largest Net Buys by Trade Value","S&P 400",2016-06-17,2016-06-01
"1923","EDR","Education Realty Trust","8.7745063056375354","0.16906217938908999","Largest Net Buys by Trade Value","S&P 400",2016-06-17,2016-06-01
"2023","QEP","QEP Resources","8.5797933578799395","0.11064175989165348","Largest Net Buys by Trade Value","S&P 400",2016-06-17,2016-06-01
"2123","AKRX","Akorn Inc","7.8423914387857039","9.096779372288008E-2","Largest Net Buys by Trade Value","S&P 400",2016-06-17,2016-06-01
"2223","AMSG","Amsurg Corp","6.9254346025496449","0.18353507325866089","Largest Net Buys by Trade Value","S&P 400",2016-06-17,2016-06-01
"2323","HR","Healthcare Realty Trust","6.1698296472723451","0.2429932426187375","Largest Net Buys by Trade Value","S&P 400",2016-06-17,2016-06-01
"2423","ESV","Ensco PLC - CL A","6.127340744761689","8.1789560485808988E-2","Largest Net Buys by Trade Value","S&P 400",2016-06-17,2016-06-01
"2523","WBMD","WebMD Health Corp","5.8306785930415135","8.3846877307603651E-2","Largest Net Buys by Trade Value","S&P 400",2016-06-17,2016-06-01
"2623","SKX","Skechers USA Inc A","5.2923065004358643","7.4714903271171584E-2","Largest Net Buys by Trade Value","S&P 400",2016-06-17,2016-06-01
"2823","SJI","South Jersey Industries Inc","5.223572944451111","0.17070510931035585","Largest Net Buys by Trade Value","S&P 600",2016-06-17,2016-06-01
"2923","LGND","Ligand Pharmaceutical Inc B","5.0986500708726581","0.12078567263422804","Largest Net Buys by Trade Value","S&P 600",2016-06-17,2016-06-01
"3023","STMP","Stamps.com Inc","3.1585871692458056","3.6013722112957523E-2","Largest Net Buys by Trade Value","S&P 600",2016-06-17,2016-06-01
"3123","FMBI","First Midwest Bancorp (IL)","2.9779823616026659","0.46717981644523604","Largest Net Buys by Trade Value","S&P 600",2016-06-17,2016-06-01
"3223","LAD","Lithia Motors Inc A","2.7697105223993805","0.11469129128437316","Largest Net Buys by Trade Value","S&P 600",2016-06-17,2016-06-01
"3323","PDCE","PDC Energy Inc","2.7603279479953571","3.6542496575402435E-2","Largest Net Buys by Trade Value","S&P 600",2016-06-17,2016-06-01
"3423","COR","Coresite Realty Corp","2.493979801379131","5.6750336253963841E-2","Largest Net Buys by Trade Value","S&P 600",2016-06-17,2016-06-01
"3523","PNFP","Pinnacle Financial","2.2003296769829674","0.25104254844198698","Largest Net Buys by Trade Value","S&P 600",2016-06-17,2016-06-01
"3623","MDSO","Medidata Solutions Inc.","2.1385748193457603","0.14955580731980389","Largest Net Buys by Trade Value","S&P 600",2016-06-17,2016-06-01
"3723","STC","Stewart Information Services A","2.1204898962994867","0.46961019455215036","Largest Net Buys by Trade Value","S&P 600",2016-06-17,2016-06-01
"633","AAPL","Apple Inc.","-528.45246909667924","-0.13006194132880416","Largest Net Sells by Trade Value","S&P 500",2016-06-17,2016-06-01
"733","GE","General Electric Co","-348.49352696543815","-0.3954430703966107","Largest Net Sells by Trade Value","S&P 500",2016-06-17,2016-06-01
"833","BA","Boeing Co","-317.90331074941065","-0.63491490157019659","Largest Net Sells by Trade Value","S&P 500",2016-06-17,2016-06-01
"933","GILD","Gilead Sciences Inc","-300.74442012176689","-0.38570206172273297","Largest Net Sells by Trade Value","S&P 500",2016-06-17,2016-06-01
"1033","HD","Home Depot Inc","-292.53734235878636","-0.40550588505816765","Largest Net Sells by Trade Value","S&P 500",2016-06-17,2016-06-01
"1133","MCD","McDonald's Corp","-288.32770400503261","-0.41940680548338138","Largest Net Sells by Trade Value","S&P 500",2016-06-17,2016-06-01
"1233","LOW","Lowe's Cos Inc","-238.56224037601905","-0.56567584103306878","Largest Net Sells by Trade Value","S&P 500",2016-06-17,2016-06-01
"1333","CVS","CVS Health Corporation","-227.85320884711629","-0.44284583061121713","Largest Net Sells by Trade Value","S&P 500",2016-06-17,2016-06-01
"1433","WMT","Wal-Mart Stores","-204.35942731978349","-0.25576399295116853","Largest Net Sells by Trade Value","S&P 500",2016-06-17,2016-06-01
"1533","AIG","American Intl Group Inc","-174.54401061446052","-0.43895073138764684","Largest Net Sells by Trade Value","S&P 500",2016-06-17,2016-06-01
"1733","FBHS","Fortune Brands Home & Security Inc","-16.713078050543711","-0.32419100202587847","Largest Net Sells by Trade Value","S&P 400",2016-06-17,2016-06-01
"1833","MSCI","MSCI Inc","-10.83953083091574","-0.24353675964132385","Largest Net Sells by Trade Value","S&P 400",2016-06-17,2016-06-01
"1933","WAB","Wabtec","-9.324236883606325","-0.17938575376505164","Largest Net Sells by Trade Value","S&P 400",2016-06-17,2016-06-01
"2033","HUBB","Hubbell Inc","-9.2678477554214922","-0.48207102821188152","Largest Net Sells by Trade Value","S&P 400",2016-06-17,2016-06-01
"2133","LII","Lennox International Inc","-9.0292436985373197","-0.18511202117132414","Largest Net Sells by Trade Value","S&P 400",2016-06-17,2016-06-01
"2233","ASH","Ashland Inc","-8.5467482854575838","-0.23270177586729549","Largest Net Sells by Trade Value","S&P 400",2016-06-17,2016-06-01
"2333","ARRS","ARRIS International, plc","-8.0193606826110688","-0.15121711433414098","Largest Net Sells by Trade Value","S&P 400",2016-06-17,2016-06-01
"2433","CPRT","Copart Inc","-7.8042857435578297","-0.20078093709873901","Largest Net Sells by Trade Value","S&P 400",2016-06-17,2016-06-01
"2533","NTCT","Netscout Systems Inc","-7.7486930427715723","-0.25964593509691636","Largest Net Sells by Trade Value","S&P 400",2016-06-17,2016-06-01
"2633","SF","Stifel Financial Corp","-7.6493301251847532","-0.2180692267402434","Largest Net Sells by Trade Value","S&P 400",2016-06-17,2016-06-01
"2833","DY","Dycom Industries Inc","-7.4694759519375076","-0.11275494348222391","Largest Net Sells by Trade Value","S&P 600",2016-06-17,2016-06-01
"2933","SANM","Sanmina Corp","-5.3284507917292334","-0.27504579184983213","Largest Net Sells by Trade Value","S&P 600",2016-06-17,2016-06-01
"3033","PLCE","Children's Place, Inc","-4.2698718385427572","-6.0030230548003639E-2","Largest Net Sells by Trade Value","S&P 600",2016-06-17,2016-06-01
"3133","CHE","Chemed Corp","-3.3249704574263381","-0.26886648067650271","Largest Net Sells by Trade Value","S&P 600",2016-06-17,2016-06-01
"3233","EXPR","Express Inc","-2.7111266581462408","-5.0522883850225977E-2","Largest Net Sells by Trade Value","S&P 600",2016-06-17,2016-06-01
"3333","SCSS","Select Comfort Corp","-2.5323175831620386","-0.14574383157959298","Largest Net Sells by Trade Value","S&P 600",2016-06-17,2016-06-01
"3433","OSIS","OSI Systems Inc","-2.4988518516932108","-0.20297618814461929","Largest Net Sells by Trade Value","S&P 600",2016-06-17,2016-06-01
"3533","TSRA","Tessera Technologies","-2.350334789890518","-0.16310477578933652","Largest Net Sells by Trade Value","S&P 600",2016-06-17,2016-06-01
"3633","GDOT","Green Dot Corp","-2.2882069533717422","-0.15670937968089185","Largest Net Sells by Trade Value","S&P 600",2016-06-17,2016-06-01
"3733","FINL","Finish Line A","-2.1586393536363646","-9.2115204699808578E-2","Largest Net Sells by Trade Value","S&P 600",2016-06-17,2016-06-01
"67","HLT","Hilton Worldwide Holdings  Inc","1541.8796637638279","9.3740558639067952","Most Illiquid Net Buys","S&P 500",2017-06-16,2017-06-09
"77","ANSS","ANSYS Inc","496.98838170109104","7.4391658963277605","Most Illiquid Net Buys","S&P 500",2017-06-16,2017-06-09
"87","RE","Everest Re Group Ltd","505.15871451603857","7.3524420751079536","Most Illiquid Net Buys","S&P 500",2017-06-16,2017-06-09
"97","ALGN","Align Technology Inc","515.53495042523787","3.8670398000901396","Most Illiquid Net Buys","S&P 500",2017-06-16,2017-06-09
"107","XOM","Exxon Mobil Corp","974.86594271859053","1.0806610790604483","Most Illiquid Net Buys","S&P 500",2017-06-16,2017-06-09
"117","ARE","Alexandria Real Estate Eqty","33.674276546836545","0.45680957992932114","Most Illiquid Net Buys","S&P 500",2017-06-16,2017-06-09
"127","CCI","Crown Castle Intl Corp","77.874809321171085","0.36801166487320819","Most Illiquid Net Buys","S&P 500",2017-06-16,2017-06-09
"137","HCN","Welltower Inc","39.315729753706457","0.33922378203451425","Most Illiquid Net Buys","S&P 500",2017-06-16,2017-06-09
"147","CRM","Salesforce.com","157.88033117619918","0.31253484218594113","Most Illiquid Net Buys","S&P 500",2017-06-16,2017-06-09
"157","GOOG","Alphabet Inc C","408.93385389391779","0.29968419462883378","Most Illiquid Net Buys","S&P 500",2017-06-16,2017-06-09
"177","ANSS","ANSYS Inc","496.98838170109104","7.4391658963277605","Most Illiquid Net Buys","S&P 400",2017-06-16,2017-06-09
"187","RE","Everest Re Group Ltd","505.15871451603857","7.3524420751079536","Most Illiquid Net Buys","S&P 400",2017-06-16,2017-06-09
"197","ALGN","Align Technology Inc","515.53495042523787","3.8670398000901396","Most Illiquid Net Buys","S&P 400",2017-06-16,2017-06-09
"207","PNFP","Pinnacle Financial","48.653809645614785","2.1477148245025002","Most Illiquid Net Buys","S&P 400",2017-06-16,2017-06-09
"217","RYN","Rayonier Inc","14.939729850442797","1.1654555055990892","Most Illiquid Net Buys","S&P 400",2017-06-16,2017-06-09
"227","ACIW","ACI Worldwide Inc","3.492639325817855","0.38119688938706547","Most Illiquid Net Buys","S&P 400",2017-06-16,2017-06-09
"237","DEI","Douglas Emmett","8.7801121170522105","0.374589933446979","Most Illiquid Net Buys","S&P 400",2017-06-16,2017-06-09
"247","POOL","Pool Corp","6.0132051168917489","0.36381244518441408","Most Illiquid Net Buys","S&P 400",2017-06-16,2017-06-09
"257","WST","West Pharmaceutical Services Inc","8.441887557569224","0.3457528859211989","Most Illiquid Net Buys","S&P 400",2017-06-16,2017-06-09
"267","CR","Crane Co","5.2861591916227164","0.34447334407742225","Most Illiquid Net Buys","S&P 400",2017-06-16,2017-06-09
"287","AHH","Armada Hoffler Properties Inc","32.922483668443121","6.0968961586637151","Most Illiquid Net Buys","S&P 600",2017-06-16,2017-06-09
"297","PNFP","Pinnacle Financial","48.653809645614785","2.1477148245025002","Most Illiquid Net Buys","S&P 600",2017-06-16,2017-06-09
"307","HMST","HomeStreet Inc.","3.0852627636967274","0.6463094400461642","Most Illiquid Net Buys","S&P 600",2017-06-16,2017-06-09
"317","DSPG","DSP Group","0.37046599462547714","0.38206229415781418","Most Illiquid Net Buys","S&P 600",2017-06-16,2017-06-09
"327","NR","Newpark Resource Inc","1.7304446957499882","0.34646725627497388","Most Illiquid Net Buys","S&P 600",2017-06-16,2017-06-09
"337","LKSD","LSC Communications","1.7136856566601548","0.32733383762033985","Most Illiquid Net Buys","S&P 600",2017-06-16,2017-06-09
"347","CSGS","CSG Systems Intl Inc","2.2152274496706656","0.26669085360578504","Most Illiquid Net Buys","S&P 600",2017-06-16,2017-06-09
"357","TYPE","Monotype Imaging Holdings Inc","0.63764747032642977","0.25925765549094149","Most Illiquid Net Buys","S&P 600",2017-06-16,2017-06-09
"367","NFBK","NORTHFIELD BANCORP INC","0.36384751839105656","0.25560076762821754","Most Illiquid Net Buys","S&P 600",2017-06-16,2017-06-09
"377","CVBF","CVB Financial Corp","2.0809675815416218","0.22699494360440217","Most Illiquid Net Buys","S&P 600",2017-06-16,2017-06-09
"614","MJN","Mead Johnson Nutrition Co","-1910.5629106556394","-12.411299658638075","Most Illiquid Net Sells","S&P 500",2017-06-16,2017-06-09
"714","YHOO","Yahoo Inc","-5476.8181267768077","-6.454833701401216","Most Illiquid Net Sells","S&P 500",2017-06-16,2017-06-09
"814","TDC","Teradata Corp","-170.63475990052461","-4.4301790729535924","Most Illiquid Net Sells","S&P 500",2017-06-16,2017-06-09
"914","R","Ryder System Inc","-162.88094324071196","-3.9238648840213601","Most Illiquid Net Sells","S&P 500",2017-06-16,2017-06-09
"1014","CTSH","Cognizant Tech Solutions Corp","-138.32875682613874","-0.50562365038709156","Most Illiquid Net Sells","S&P 500",2017-06-16,2017-06-09
"1114","HD","Home Depot Inc","-342.8597223486866","-0.49977652876398937","Most Illiquid Net Sells","S&P 500",2017-06-16,2017-06-09
"1214","HBI","Hanesbrands Inc","-34.626458466585063","-0.43068810098901411","Most Illiquid Net Sells","S&P 500",2017-06-16,2017-06-09
"1314","VFC","VF Corp","-63.887084564515668","-0.40302611914944153","Most Illiquid Net Sells","S&P 500",2017-06-16,2017-06-09
"1414","CTXS","Citrix Systems Inc","-43.508465925322866","-0.37875582327630181","Most Illiquid Net Sells","S&P 500",2017-06-16,2017-06-09
"1514","CAG","Conagra Brands, Inc","-36.163824525237644","-0.345649658348263","Most Illiquid Net Sells","S&P 500",2017-06-16,2017-06-09
"1714","TDC","Teradata Corp","-170.63475990052461","-4.4301790729535924","Most Illiquid Net Sells","S&P 400",2017-06-16,2017-06-09
"1814","R","Ryder System Inc","-162.88094324071196","-3.9238648840213601","Most Illiquid Net Sells","S&P 400",2017-06-16,2017-06-09
"1914","BXS","BancorpSouth Inc (MS)","-2.4749179100396961","-0.14692583105985951","Most Illiquid Net Sells","S&P 400",2017-06-16,2017-06-09
"2014","DST","DST Systems Inc","-2.3998414633215184","-0.12238501276175019","Most Illiquid Net Sells","S&P 400",2017-06-16,2017-06-09
"2114","NCR","NCR Corp","-5.2321228877672201","-0.1190835750132655","Most Illiquid Net Sells","S&P 400",2017-06-16,2017-06-09
"2214","AVT","Avnet Inc","-6.2729857699147642","-0.11812216135311296","Most Illiquid Net Sells","S&P 400",2017-06-16,2017-06-09
"2314","SBH","Sally Beauty Co Inc","-5.9647422871928155","-0.11801381964543446","Most Illiquid Net Sells","S&P 400",2017-06-16,2017-06-09
"2414","SYNA","Synaptics Inc","-2.5866355582211416","-8.4866596564440538E-2","Most Illiquid Net Sells","S&P 400",2017-06-16,2017-06-09
"2514","AMCX","AMC Networks Inc.-A","-1.7831588831220622","-4.9980791795362661E-2","Most Illiquid Net Sells","S&P 400",2017-06-16,2017-06-09
"2614","KLXI","KLX Inc","-0.56471402190190501","-2.8690701652618434E-2","Most Illiquid Net Sells","S&P 400",2017-06-16,2017-06-09
"2814","PRSC","Providence Service","-1.4968004956224927","-0.48098156161914513","Most Illiquid Net Sells","S&P 600",2017-06-16,2017-06-09
"2914","EPAY","Bottomline Technologies Inc","-2.3430415529730308","-0.29550268394151463","Most Illiquid Net Sells","S&P 600",2017-06-16,2017-06-09
"3014","FORR","Forrester Research Inc","-0.53141181325704145","-0.21728340666117421","Most Illiquid Net Sells","S&P 600",2017-06-16,2017-06-09
"3114","HCI","HCI Group Inc","-0.8740923190217561","-0.21693760913641827","Most Illiquid Net Sells","S&P 600",2017-06-16,2017-06-09
"3214","OSIS","OSI Systems Inc","-1.8763255438010236","-0.20257499453521299","Most Illiquid Net Sells","S&P 600",2017-06-16,2017-06-09
"3314","TILE","Interface Inc","-1.5809790031439495","-0.1721985804480527","Most Illiquid Net Sells","S&P 600",2017-06-16,2017-06-09
"3414","UFCS","United Fire Group Inc.","-0.50950110148744132","-0.16439633480759211","Most Illiquid Net Sells","S&P 600",2017-06-16,2017-06-09
"3514","CATO","Cato Corp A","-1.0388881894957795","-0.16149545402293825","Most Illiquid Net Sells","S&P 600",2017-06-16,2017-06-09
"3614","GDOT","Green Dot Corp","-1.6329003293394526","-0.14951143094704886","Most Illiquid Net Sells","S&P 600",2017-06-16,2017-06-09
"3714","HI","Hillenbrand Inc","-1.3318992149012563","-0.14864933390016341","Most Illiquid Net Sells","S&P 600",2017-06-16,2017-06-09
"624","HLT","Hilton Worldwide Holdings  Inc","1541.8796637638279","9.3740558639067952","Largest Net Buys by Trade Value","S&P 500",2017-06-16,2017-06-09
"724","XOM","Exxon Mobil Corp","974.86594271859053","1.0806610790604483","Largest Net Buys by Trade Value","S&P 500",2017-06-16,2017-06-09
"824","ALGN","Align Technology Inc","515.53495042523787","3.8670398000901396","Largest Net Buys by Trade Value","S&P 500",2017-06-16,2017-06-09
"924","RE","Everest Re Group Ltd","505.15871451603857","7.3524420751079536","Largest Net Buys by Trade Value","S&P 500",2017-06-16,2017-06-09
"1024","ANSS","ANSYS Inc","496.98838170109104","7.4391658963277605","Largest Net Buys by Trade Value","S&P 500",2017-06-16,2017-06-09
"1124","GOOG","Alphabet Inc C","408.93385389391779","0.29968419462883378","Largest Net Buys by Trade Value","S&P 500",2017-06-16,2017-06-09
"1224","FB","Facebook Inc A","261.33309115849534","0.11081221924135504","Largest Net Buys by Trade Value","S&P 500",2017-06-16,2017-06-09
"1324","AMZN","Amazon.com Inc","199.34861403229411","6.0712007882965428E-2","Largest Net Buys by Trade Value","S&P 500",2017-06-16,2017-06-09
"1424","CRM","Salesforce.com","157.88033117619918","0.31253484218594113","Largest Net Buys by Trade Value","S&P 500",2017-06-16,2017-06-09
"1524","GOOGL","Alphabet Inc A","149.47021915460829","0.10191236138111995","Largest Net Buys by Trade Value","S&P 500",2017-06-16,2017-06-09
"1724","ALGN","Align Technology Inc","515.53495042523787","3.8670398000901396","Largest Net Buys by Trade Value","S&P 400",2017-06-16,2017-06-09
"1824","RE","Everest Re Group Ltd","505.15871451603857","7.3524420751079536","Largest Net Buys by Trade Value","S&P 400",2017-06-16,2017-06-09
"1924","ANSS","ANSYS Inc","496.98838170109104","7.4391658963277605","Largest Net Buys by Trade Value","S&P 400",2017-06-16,2017-06-09
"2024","PNFP","Pinnacle Financial","48.653809645614785","2.1477148245025002","Largest Net Buys by Trade Value","S&P 400",2017-06-16,2017-06-09
"2124","TTWO","Take-Two Interactive Software","19.843407835447408","9.5693139725502877E-2","Largest Net Buys by Trade Value","S&P 400",2017-06-16,2017-06-09
"2224","POST","Post Holdings Inc.","16.661676808709188","0.23944084008703417","Largest Net Buys by Trade Value","S&P 400",2017-06-16,2017-06-09
"2324","RYN","Rayonier Inc","14.939729850442797","1.1654555055990892","Largest Net Buys by Trade Value","S&P 400",2017-06-16,2017-06-09
"2424","NVR","NVR Inc","14.226337873868159","0.14364948349075735","Largest Net Buys by Trade Value","S&P 400",2017-06-16,2017-06-09
"2524","CGNX","Cognex Corp","11.166023071306451","0.17096186218237636","Largest Net Buys by Trade Value","S&P 400",2017-06-16,2017-06-09
"2624","SIVB","SVB Financial Group","10.518329191878751","8.5585643465822606E-2","Largest Net Buys by Trade Value","S&P 400",2017-06-16,2017-06-09
"2824","PNFP","Pinnacle Financial","48.653809645614785","2.1477148245025002","Largest Net Buys by Trade Value","S&P 600",2017-06-16,2017-06-09
"2924","AHH","Armada Hoffler Properties Inc","32.922483668443121","6.0968961586637151","Largest Net Buys by Trade Value","S&P 600",2017-06-16,2017-06-09
"3024","EVR","Evercore Partners A","7.5043656430909671","0.21841644480119946","Largest Net Buys by Trade Value","S&P 600",2017-06-16,2017-06-09
"3124","ALE","Allete Inc","3.269496609324241","0.20336272327689736","Largest Net Buys by Trade Value","S&P 600",2017-06-16,2017-06-09
"3224","HMST","HomeStreet Inc.","3.0852627636967274","0.6463094400461642","Largest Net Buys by Trade Value","S&P 600",2017-06-16,2017-06-09
"3324","EGP","EastGroup Properties","2.9544067917979091","0.18742583965493706","Largest Net Buys by Trade Value","S&P 600",2017-06-16,2017-06-09
"3424","MDSO","Medidata Solutions Inc.","2.916846176802081","8.4378409556217421E-2","Largest Net Buys by Trade Value","S&P 600",2017-06-16,2017-06-09
"3524","BLKB","Blackbaud Inc","2.7160491292213025","0.11834024874741148","Largest Net Buys by Trade Value","S&P 600",2017-06-16,2017-06-09
"3624","SANM","Sanmina Corp","2.5816600972783332","0.1412475371544207","Largest Net Buys by Trade Value","S&P 600",2017-06-16,2017-06-09
"3724","CSGS","CSG Systems Intl Inc","2.2152274496706656","0.26669085360578504","Largest Net Buys by Trade Value","S&P 600",2017-06-16,2017-06-09
"634","YHOO","Yahoo Inc","-5476.8181267768077","-6.454833701401216","Largest Net Sells by Trade Value","S&P 500",2017-06-16,2017-06-09
"734","MJN","Mead Johnson Nutrition Co","-1910.5629106556394","-12.411299658638075","Largest Net Sells by Trade Value","S&P 500",2017-06-16,2017-06-09
"834","HD","Home Depot Inc","-342.8597223486866","-0.49977652876398937","Largest Net Sells by Trade Value","S&P 500",2017-06-16,2017-06-09
"934","AAPL","Apple Inc.","-317.70542780910898","-8.4719555583354297E-2","Largest Net Sells by Trade Value","S&P 500",2017-06-16,2017-06-09
"1034","WMT","Wal-Mart Stores","-225.37575203580067","-0.30301442972414327","Largest Net Sells by Trade Value","S&P 500",2017-06-16,2017-06-09
"1134","JNJ","Johnson & Johnson","-183.1287099762026","-0.23934385769280719","Largest Net Sells by Trade Value","S&P 500",2017-06-16,2017-06-09
"1234","TDC","Teradata Corp","-170.63475990052461","-4.4301790729535924","Largest Net Sells by Trade Value","S&P 500",2017-06-16,2017-06-09
"1334","R","Ryder System Inc","-162.88094324071196","-3.9238648840213601","Largest Net Sells by Trade Value","S&P 500",2017-06-16,2017-06-09
"1434","BA","Boeing Co","-147.85937518337971","-0.27559409052158856","Largest Net Sells by Trade Value","S&P 500",2017-06-16,2017-06-09
"1534","CTSH","Cognizant Tech Solutions Corp","-138.32875682613874","-0.50562365038709156","Largest Net Sells by Trade Value","S&P 500",2017-06-16,2017-06-09
"1734","TDC","Teradata Corp","-170.63475990052461","-4.4301790729535924","Largest Net Sells by Trade Value","S&P 400",2017-06-16,2017-06-09
"1834","R","Ryder System Inc","-162.88094324071196","-3.9238648840213601","Largest Net Sells by Trade Value","S&P 400",2017-06-16,2017-06-09
"1934","AVT","Avnet Inc","-6.2729857699147642","-0.11812216135311296","Largest Net Sells by Trade Value","S&P 400",2017-06-16,2017-06-09
"2034","SBH","Sally Beauty Co Inc","-5.9647422871928155","-0.11801381964543446","Largest Net Sells by Trade Value","S&P 400",2017-06-16,2017-06-09
"2134","NCR","NCR Corp","-5.2321228877672201","-0.1190835750132655","Largest Net Sells by Trade Value","S&P 400",2017-06-16,2017-06-09
"2234","SYNA","Synaptics Inc","-2.5866355582211416","-8.4866596564440538E-2","Largest Net Sells by Trade Value","S&P 400",2017-06-16,2017-06-09
"2334","BXS","BancorpSouth Inc (MS)","-2.4749179100396961","-0.14692583105985951","Largest Net Sells by Trade Value","S&P 400",2017-06-16,2017-06-09
"2434","DST","DST Systems Inc","-2.3998414633215184","-0.12238501276175019","Largest Net Sells by Trade Value","S&P 400",2017-06-16,2017-06-09
"2534","AEO","American Eagle Outfitters","-2.0436495438839413","-2.2571595467090585E-2","Largest Net Sells by Trade Value","S&P 400",2017-06-16,2017-06-09
"2634","AMCX","AMC Networks Inc.-A","-1.7831588831220622","-4.9980791795362661E-2","Largest Net Sells by Trade Value","S&P 400",2017-06-16,2017-06-09
"2834","CHE","Chemed Corp","-2.5062458760651349","-0.13535843533745764","Largest Net Sells by Trade Value","S&P 600",2017-06-16,2017-06-09
